,listing_id,farmer_id,country,region,crop_type,quality_grade,harvest_date,listing_date,quantity_kg,ask_price_usd_per_kg,lat_cell,lon_cell,shelf_life_days_effective,days_since_harvest,spoilage_risk_score,lot_id,total_quantity_kg,weighted_avg_ask_price_usd_per_kg,avg_spoilage_risk_score,max_days_since_harvest,recommended_discount_pct,recommended_price_usd_per_kg,priority,order_id,match_score,decision,region_match,required_quantity_kg,min_quality_grade,max_days_since_harvest.1,target_price_usd_per_kg,baseline_shelf_life_days,medium_risk_day,high_risk_day,match_status
3807,L103651,F78dd30d8cafa,South Africa,Limpopo,Onions,B,2026-02-13,2026-02-13,224,0.81,-31.44,25.58,30.0,6,0.08,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3808,L103652,Fae76937d795d,Kenya,Mombasa,Potatoes,A,2026-02-17,2026-02-20,208,0.57,-0.9,38.41,50.0,2,0.055,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3809,L103653,Fcaffe9136313,South Africa,KwaZulu-Natal,Okra,A,2026-02-18,2026-02-19,132,1.32,-30.4,22.62,5.6,1,0.183,LOT00459,580.0,1.43,0.291,2.0,0.0,1.43,LOW,,,,,,,,,5,3,4,Not Matched
3810,L103654,F1d65db289254,South Africa,Western Cape,Bananas,A,2026-02-14,2026-02-16,79,0.99,-29.24,24.27,6.7,5,0.79,LOT00492,544.0,0.88,0.831,6.0,0.15,0.74,HIGH,,,,,,,,,6,4,5,Not Matched
3811,L103655,Ffe8a6b1a0973,Nigeria,Oyo,Leafy Greens,A,2026-02-16,2026-02-17,96,1.85,11.2,8.95,4.4,3,0.704,LOT00309,593.0,1.73,0.801,4.0,0.15,1.47,HIGH,,,,,,,,,4,2,3,Not Matched
3812,L103656,Fc839e8271974,Nigeria,FCT,Bananas,A,2026-02-11,2026-02-13,65,0.63,7.8,7.68,6.7,8,1.0,,,,,,,,,,,,,,,,,6,4,5,Not Matched
3813,L103657,Ff35ec1dd0cc0,South Africa,Gauteng,Leafy Greens,B,2026-02-16,2026-02-18,104,1.78,-31.35,23.04,4.0,3,0.747,LOT00425,650.0,1.7,0.86,4.0,0.25,1.27,HIGH,,,,,,,,,4,2,3,Not Matched
3814,L103658,Fca2d11c7fd2d,Kenya,Mombasa,Cucumbers,A,2026-02-12,2026-02-14,84,0.89,-0.15,38.97,7.8,7,0.929,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3815,L103659,F2a78d0fd9d20,Nigeria,Kano,Onions,C,2026-02-14,2026-02-17,249,0.54,7.51,7.84,26.1,5,0.163,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3816,L103660,F218a97fc86f1,South Africa,Free State,Bananas,C,2026-02-09,2026-02-09,132,0.66,-28.61,22.09,5.2,10,1.0,,,,,,,,,,,,,,,,,6,4,5,Not Matched
3817,L103661,F3b625ccc6ed0,South Africa,KwaZulu-Natal,Okra,A,2026-02-12,2026-02-12,151,1.61,-31.17,22.86,5.6,7,1.0,LOT00457,567.0,1.53,0.958,8.0,0.25,1.15,HIGH,,,,,,,,,5,3,4,Not Matched
3818,L103662,F21d0b07578f3,Kenya,Kiambu,Bell Peppers,A,2026-02-14,2026-02-17,84,1.94,0.6,39.26,11.1,5,0.466,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3819,L103663,F6cc6c5344dea,Kenya,Nairobi,Carrots,A,2026-01-22,2026-01-25,93,0.84,-0.71,37.29,31.1,28,0.92,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3820,L103664,F323f76ec4b1e,Nigeria,FCT,Bell Peppers,A,2026-02-14,2026-02-15,94,1.95,9.45,5.81,11.1,5,0.466,LOT00154,529.0,1.83,0.543,6.0,0.08,1.69,MEDIUM,,,,,,,,,10,6,8,Not Matched
3821,L103665,F7bf62956d825,Kenya,Nakuru,Tomatoes,C,2026-02-13,2026-02-14,70,0.81,0.1,36.14,6.1,6,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3822,L103666,F437eebd5df69,South Africa,KwaZulu-Natal,Bell Peppers,A,2026-02-15,2026-02-15,145,1.99,-30.56,23.36,11.1,4,0.432,LOT00440,564.0,2.11,0.338,4.0,0.0,2.11,LOW,,,,,,,,,10,6,8,Not Matched
3823,L103667,F10e351629912,Kenya,Kiambu,Okra,C,2026-02-19,2026-02-21,98,0.9,0.7,35.69,4.3,0,0.037,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3824,L103668,F32658c2d3683,Nigeria,Kaduna,Carrots,A,2026-02-03,2026-02-04,277,0.83,10.6,7.69,31.1,16,0.616,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3825,L103669,F84a6be919fe9,Nigeria,Oyo,Cucumbers,A,2026-02-14,2026-02-16,97,0.83,9.93,8.23,7.8,5,0.626,LOT00303,526.0,0.85,0.682,6.0,0.15,0.73,HIGH,,,,,,,,,7,4,6,Not Matched
3826,L103670,Fcd6a62ab63f4,South Africa,Free State,Cucumbers,A,2026-02-13,2026-02-16,251,1.1,-31.34,23.59,7.8,6,0.68,LOT00394,709.0,1.11,0.701,6.0,0.15,0.94,HIGH,,,,,,,,,7,4,6,Not Matched
3827,L103671,F43000ed193d9,South Africa,Limpopo,Leafy Greens,A,2026-02-17,2026-02-18,195,2.09,-30.79,24.4,4.4,2,0.518,LOT00481,580.0,2.04,0.456,2.0,0.08,1.88,MEDIUM,,,,,,,,,4,2,3,Not Matched
3828,L103672,F6db6200fd8a9,Nigeria,Lagos,Bananas,A,2026-02-15,2026-02-16,157,0.69,11.0,8.33,6.7,4,0.583,LOT00250,507.0,0.73,0.523,4.0,0.08,0.67,MEDIUM,,,,,,,,,6,4,5,Not Matched
3829,L103673,F8d4a3cf75f8f,Kenya,Mombasa,Bananas,A,2026-02-14,2026-02-14,50,0.7,0.0,38.92,6.7,5,0.754,,,,,,,,,,,,,,,,,6,4,5,Not Matched
3830,L103674,Ff2bb87ea4cbd,South Africa,Limpopo,Tomatoes,A,2026-02-11,2026-02-13,142,1.2,-29.22,22.83,7.8,8,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3831,L103675,Faec0f4bffd86,South Africa,Free State,Bananas,A,2026-02-17,2026-02-18,97,1.0,-30.66,21.93,6.7,2,0.367,LOT00388,522.0,0.99,0.209,2.0,0.0,0.99,LOW,O200180,0.538,REVIEW_REQUIRED,0.0,500.0,A,3.0,0.89,6,4,5,REVIEW_REQUIRED
3832,L103675,Faec0f4bffd86,South Africa,Free State,Bananas,A,2026-02-17,2026-02-18,97,1.0,-30.66,21.93,6.7,2,0.367,LOT00388,522.0,0.99,0.209,2.0,0.0,0.99,LOW,O200361,0.869,AUTO_MATCH,1.0,500.0,B,10.0,0.76,6,4,5,AUTO_MATCH
3833,L103676,F5c4fbcd41516,Kenya,Nairobi,Mangoes,A,2026-02-14,2026-02-14,139,1.34,0.99,38.16,7.8,5,0.615,LOT00092,502.0,1.22,0.715,6.0,0.15,1.04,HIGH,,,,,,,,,7,4,6,Not Matched
3834,L103677,Fbd18d4850cbc,Nigeria,Lagos,Leafy Greens,B,2026-02-15,2026-02-17,71,1.57,8.95,9.39,4.0,4,0.959,LOT00273,817.0,1.52,0.877,4.0,0.25,1.14,HIGH,O200327,0.55,REVIEW_REQUIRED,1.0,800.0,B,14.0,1.52,4,2,3,REVIEW_REQUIRED
3835,L103677,Fbd18d4850cbc,Nigeria,Lagos,Leafy Greens,B,2026-02-15,2026-02-17,71,1.57,8.95,9.39,4.0,4,0.959,LOT00273,817.0,1.52,0.877,4.0,0.25,1.14,HIGH,O200662,0.223,REVIEW_REQUIRED,0.0,800.0,B,10.0,1.33,4,2,3,REVIEW_REQUIRED
3836,L103678,F43fba4517445,Kenya,Uasin Gishu,Carrots,A,2026-01-31,2026-02-02,146,0.78,-0.04,39.32,31.1,19,0.635,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3837,L103679,Feb92f258189b,South Africa,Gauteng,Mangoes,A,2026-02-15,2026-02-17,61,1.69,-30.02,21.77,7.8,4,0.618,LOT00427,806.0,1.71,0.469,4.0,0.08,1.57,MEDIUM,O200397,0.394,REVIEW_REQUIRED,0.0,800.0,A,14.0,1.28,7,4,6,REVIEW_REQUIRED
3838,L103680,F916d5f2aa282,South Africa,KwaZulu-Natal,Potatoes,C,2026-02-11,2026-02-12,224,0.49,-30.37,23.4,39.1,8,0.207,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3839,L103681,F0828c4c9097a,Kenya,Nairobi,Bell Peppers,C,2026-02-16,2026-02-19,229,1.5,0.43,35.63,8.7,3,0.329,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3840,L103682,Fabcdb7c9d3ff,Nigeria,Oyo,Cucumbers,A,2026-02-14,2026-02-14,140,0.71,8.32,8.96,7.8,5,0.62,LOT00303,526.0,0.85,0.682,6.0,0.15,0.73,HIGH,,,,,,,,,7,4,6,Not Matched
3841,L103683,F88b121fcef33,Nigeria,Kaduna,Cucumbers,A,2026-02-17,2026-02-19,152,0.84,11.19,7.3,7.8,2,0.12,LOT00195,523.0,0.89,0.19,2.0,0.0,0.89,LOW,,,,,,,,,7,4,6,Not Matched
3842,L103684,F4a75794de118,Nigeria,Rivers,Cucumbers,B,2026-02-16,2026-02-16,94,0.84,11.55,11.0,7.0,3,0.513,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3843,L103685,Fb811927754b7,Nigeria,Oyo,Tomatoes,A,2026-02-16,2026-02-19,63,0.96,9.88,8.25,7.8,3,0.407,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3844,L103686,Ff2c45936480b,Kenya,Machakos,Bananas,A,2026-02-17,2026-02-20,304,0.74,-1.15,38.32,6.7,2,0.313,,,,,,,,,,,,,,,,,6,4,5,Not Matched
3845,L103687,F474a05385991,Kenya,Uasin Gishu,Bell Peppers,B,2026-02-12,2026-02-15,66,1.68,-0.16,36.96,10.0,7,0.623,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3846,L103688,F49387af53f7b,Kenya,Mombasa,Cucumbers,B,2026-02-18,2026-02-18,136,0.69,-2.65,37.41,7.0,1,0.155,LOT00056,545.0,0.78,0.16,2.0,0.0,0.78,LOW,,,,,,,,,7,4,6,Not Matched
3847,L103689,F03ccf1de9812,South Africa,KwaZulu-Natal,Bananas,B,2026-02-14,2026-02-16,178,0.73,-30.05,22.99,6.0,5,0.904,,,,,,,,,,,,,,,,,6,4,5,Not Matched
3848,L103690,F420c17ba34d7,Nigeria,FCT,Okra,B,2026-02-08,2026-02-08,76,1.14,7.0,9.04,5.0,11,1.0,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3849,L103691,F85580e46da17,Kenya,Nairobi,Cucumbers,A,2026-02-10,2026-02-12,74,0.87,-1.79,37.89,7.8,9,1.0,LOT00082,522.0,0.94,1.0,10.0,0.25,0.7,HIGH,,,,,,,,,7,4,6,Not Matched
3850,L103692,F7b722e6f31f9,Kenya,Kiambu,Bell Peppers,A,2026-02-12,2026-02-13,119,1.57,0.03,38.02,11.1,7,0.715,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3851,L103693,F43000ed193d9,South Africa,Limpopo,Tomatoes,A,2026-02-15,2026-02-17,147,1.33,-32.11,23.31,7.8,4,0.473,LOT00488,626.0,1.26,0.417,4.0,0.08,1.16,MEDIUM,,,,,,,,,7,4,6,Not Matched
3852,L103694,F70eb5793cc39,Nigeria,Kano,Bell Peppers,A,2026-02-17,2026-02-18,62,1.7,10.09,9.35,11.1,2,0.213,LOT00224,596.0,1.72,0.132,2.0,0.0,1.72,LOW,O200187,0.901,AUTO_MATCH,1.0,500.0,B,10.0,1.47,10,6,8,AUTO_MATCH
3853,L103695,F0bb8fde9d755,Nigeria,FCT,Tomatoes,A,2026-02-18,2026-02-19,148,0.94,10.43,7.4,7.8,1,0.076,LOT00186,578.0,1.01,0.181,2.0,0.0,1.01,LOW,,,,,,,,,7,4,6,Not Matched
3854,L103696,Fb84d298117aa,Kenya,Machakos,Mangoes,A,2026-02-16,2026-02-19,111,1.63,0.11,37.92,7.8,3,0.473,LOT00031,548.0,1.46,0.404,3.0,0.08,1.34,MEDIUM,,,,,,,,,7,4,6,Not Matched
3855,L103697,F4fe5554a35d6,Nigeria,Rivers,Leafy Greens,A,2026-02-15,2026-02-16,63,1.87,9.87,10.2,4.4,4,0.841,LOT00341,576.0,1.62,0.774,4.0,0.15,1.38,HIGH,O200499,0.65,REVIEW_REQUIRED,1.0,500.0,B,30.0,1.37,4,2,3,REVIEW_REQUIRED
3856,L103698,Fcbf349329d98,Kenya,Machakos,Bananas,A,2026-02-15,2026-02-18,311,0.79,0.37,37.93,6.7,4,0.612,,,,,,,,,,,,,,,,,6,4,5,Not Matched
3857,L103699,F831ce8847968,Kenya,Mombasa,Carrots,C,2026-01-23,2026-01-23,81,0.61,-0.57,38.22,24.3,27,1.0,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3858,L103700,F646d37892dee,Nigeria,FCT,Mangoes,C,2026-02-15,2026-02-15,110,0.94,9.63,7.63,6.1,4,0.644,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3859,L103701,Fa4b06a2be8b7,South Africa,Limpopo,Tomatoes,B,2026-02-14,2026-02-16,124,1.16,-30.41,23.73,7.0,5,0.73,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3860,L103702,F9133374ccebe,Nigeria,Lagos,Cucumbers,A,2026-02-11,2026-02-13,269,0.85,10.66,8.15,7.8,8,0.958,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3861,L103703,Fd47ef1028d11,Kenya,Machakos,Onions,B,2026-01-09,2026-01-12,164,0.63,0.37,40.1,30.0,41,0.979,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3862,L103704,F7a70c259218e,South Africa,KwaZulu-Natal,Leafy Greens,B,2026-02-17,2026-02-19,178,1.8,-30.03,21.97,4.0,2,0.405,LOT00452,611.0,1.7,0.452,2.0,0.08,1.57,MEDIUM,O200676,0.765,AUTO_MATCH,1.0,500.0,B,3.0,1.76,4,2,3,AUTO_MATCH
3863,L103705,F049e27c9ac35,Nigeria,Kaduna,Tomatoes,B,2026-02-13,2026-02-16,173,0.95,10.18,8.84,7.0,6,0.861,LOT00212,606.0,0.89,0.73,6.0,0.15,0.76,HIGH,,,,,,,,,7,4,6,Not Matched
3864,L103706,Ff0fdf44bbf1c,South Africa,Eastern Cape,Onions,A,2026-02-01,2026-02-04,271,0.64,-31.71,21.85,33.3,18,0.569,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3865,L103707,F3516d2913091,South Africa,Limpopo,Okra,A,2026-02-14,2026-02-17,130,1.53,-30.14,22.47,5.6,5,0.939,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3866,L103708,F44e1a1d5477c,Nigeria,Rivers,Tomatoes,B,2026-02-13,2026-02-15,201,0.96,9.8,9.76,7.0,6,0.878,LOT00357,565.0,0.9,0.81,6.0,0.15,0.76,HIGH,,,,,,,,,7,4,6,Not Matched
3867,L103709,F5fa6c7099d61,South Africa,Western Cape,Tomatoes,B,2026-02-16,2026-02-18,205,1.2,-30.96,20.81,7.0,3,0.314,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3868,L103710,F4dec76727317,South Africa,Limpopo,Tomatoes,B,2026-02-16,2026-02-18,114,1.14,-30.2,22.92,7.0,3,0.495,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3869,L103711,F8ad76e163b73,Nigeria,Rivers,Okra,B,2026-02-16,2026-02-16,98,1.08,7.48,10.07,5.0,3,0.659,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3870,L103712,Fb639fdb28791,Nigeria,Lagos,Bananas,B,2026-02-17,2026-02-19,276,0.67,8.93,7.48,6.0,2,0.334,LOT00253,626.0,0.69,0.326,2.0,0.0,0.69,LOW,,,,,,,,,6,4,5,Not Matched
3871,L103713,F7a4370921019,Kenya,Uasin Gishu,Leafy Greens,A,2026-02-15,2026-02-16,113,1.46,0.93,39.54,4.4,4,0.831,LOT00142,522.0,1.63,0.733,4.0,0.15,1.38,HIGH,,,,,,,,,4,2,3,Not Matched
3872,L103714,F9676fe801b77,Kenya,Uasin Gishu,Bananas,A,2026-02-16,2026-02-19,129,0.84,0.51,38.42,6.7,3,0.51,LOT00133,625.0,0.87,0.503,4.0,0.08,0.8,MEDIUM,O200645,0.748,AUTO_MATCH,1.0,500.0,B,5.0,0.65,6,4,5,AUTO_MATCH
3873,L103715,F3516d2913091,South Africa,Limpopo,Leafy Greens,A,2026-02-09,2026-02-12,110,1.87,-32.56,23.17,4.4,10,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3874,L103716,F03360c248d1c,Kenya,Nairobi,Leafy Greens,A,2026-02-12,2026-02-14,204,1.96,0.09,37.45,4.4,7,1.0,LOT00087,602.0,1.81,1.0,8.0,0.25,1.36,HIGH,,,,,,,,,4,2,3,Not Matched
3875,L103717,F1a5320e193cf,Nigeria,Lagos,Tomatoes,A,2026-02-15,2026-02-15,151,1.07,9.02,6.46,7.8,4,0.517,LOT00286,550.0,0.93,0.484,4.0,0.08,0.86,MEDIUM,,,,,,,,,7,4,6,Not Matched
3876,L103718,F48853449f07a,South Africa,Gauteng,Cucumbers,A,2026-02-17,2026-02-20,82,0.93,-31.6,23.1,7.8,2,0.267,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3877,L103719,F95f1e9d5c959,Nigeria,Kaduna,Bell Peppers,B,2026-02-13,2026-02-16,68,1.49,9.82,7.92,10.0,6,0.537,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3878,L103720,F750139550447,Kenya,Uasin Gishu,Cucumbers,C,2026-02-18,2026-02-21,162,0.8,0.79,38.13,6.1,1,0.132,LOT00141,540.0,0.75,0.213,2.0,0.0,0.75,LOW,,,,,,,,,7,4,6,Not Matched
3879,L103721,Ffce7dd23a6e4,Nigeria,Rivers,Okra,A,2026-02-17,2026-02-17,79,1.12,8.67,10.48,5.6,2,0.352,LOT00350,564.0,1.22,0.313,2.0,0.0,1.22,LOW,O200220,0.835,AUTO_MATCH,1.0,500.0,B,7.0,1.08,5,3,4,AUTO_MATCH
3880,L103721,Ffce7dd23a6e4,Nigeria,Rivers,Okra,A,2026-02-17,2026-02-17,79,1.12,8.67,10.48,5.6,2,0.352,LOT00350,564.0,1.22,0.313,2.0,0.0,1.22,LOW,O200354,0.843,AUTO_MATCH,1.0,500.0,A,10.0,1.13,5,3,4,AUTO_MATCH
3881,L103722,Fc482e5cf7132,Nigeria,Kaduna,Potatoes,A,2026-01-24,2026-01-24,121,0.56,7.05,12.19,50.0,26,0.552,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3882,L103723,Fd7b0268ee43b,Nigeria,Kaduna,Leafy Greens,A,2026-02-18,2026-02-21,137,1.91,9.25,9.78,4.4,1,0.299,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3883,L103724,F50196aa54156,South Africa,Western Cape,Mangoes,A,2026-02-16,2026-02-17,99,1.69,-29.49,23.35,7.8,3,0.442,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3884,L103725,F288ca02d218f,Nigeria,Oyo,Onions,B,2026-01-28,2026-01-29,113,0.71,8.81,8.43,30.0,22,0.732,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3885,L103726,F7c473ab31b17,Kenya,Nakuru,Cucumbers,A,2026-02-19,2026-02-22,178,0.89,0.79,40.84,7.8,0,0.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3886,L103727,F625572301c69,South Africa,Western Cape,Carrots,A,2026-02-05,2026-02-05,67,1.03,-32.01,23.57,31.1,14,0.468,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3887,L103728,Fc9c12d5f169f,South Africa,Gauteng,Potatoes,C,2026-01-10,2026-01-10,114,0.53,-29.89,23.31,39.1,40,0.972,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3888,L103729,Ff9e88cf1fb64,Nigeria,Lagos,Leafy Greens,A,2026-02-13,2026-02-14,105,1.88,10.08,7.46,4.4,6,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3889,L103730,F323f76ec4b1e,Nigeria,FCT,Onions,B,2026-01-15,2026-01-16,319,0.69,8.76,9.9,30.0,35,1.0,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3890,L103731,F3408d8c82cff,South Africa,Eastern Cape,Onions,A,2026-01-29,2026-01-30,101,0.79,-30.45,23.1,33.3,21,0.741,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3891,L103732,Fbb5d84d765f6,South Africa,Eastern Cape,Okra,A,2026-02-18,2026-02-19,164,1.37,-30.53,23.1,5.6,1,0.202,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3892,L103733,Fb811927754b7,Nigeria,Oyo,Carrots,A,2026-02-01,2026-02-02,72,0.63,8.67,11.36,31.1,18,0.576,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3893,L103734,F540cc6e4e719,Kenya,Mombasa,Onions,B,2026-02-05,2026-02-06,157,0.72,0.74,38.1,30.0,14,0.454,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3894,L103735,F59f152f5ca90,Nigeria,Oyo,Bell Peppers,C,2026-02-15,2026-02-16,83,1.31,9.65,9.36,8.7,4,0.452,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3895,L103736,F63394bbad8b1,Kenya,Uasin Gishu,Leafy Greens,A,2026-02-12,2026-02-13,54,1.81,0.58,36.71,4.4,7,0.98,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3896,L103737,F610528fd85ef,Kenya,Kiambu,Leafy Greens,A,2026-02-13,2026-02-15,108,1.81,-0.18,36.75,4.4,6,0.999,LOT00012,500.0,1.68,0.986,6.0,0.25,1.26,HIGH,,,,,,,,,4,2,3,Not Matched
3897,L103738,F6db6200fd8a9,Nigeria,Lagos,Okra,B,2026-02-15,2026-02-17,157,1.0,10.17,6.89,5.0,4,0.804,LOT00281,545.0,1.12,0.767,4.0,0.15,0.95,HIGH,,,,,,,,,5,3,4,Not Matched
3898,L103739,Ff2bb87ea4cbd,South Africa,Limpopo,Cucumbers,C,2026-02-13,2026-02-14,111,0.83,-29.68,24.09,6.1,6,0.998,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3899,L103740,Fa22596726f1a,Nigeria,Lagos,Onions,C,2026-01-03,2026-01-05,250,0.54,9.8,10.16,26.1,47,0.965,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3900,L103741,F35eb6462743a,South Africa,Limpopo,Onions,B,2026-01-21,2026-01-21,139,0.69,-30.67,21.67,30.0,29,0.914,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3901,L103742,F45d5ae620094,Kenya,Machakos,Mangoes,B,2026-02-18,2026-02-21,132,1.36,-0.03,38.22,7.0,1,0.157,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3902,L103743,F0e6bb232b9dc,Kenya,Kiambu,Bell Peppers,A,2026-02-19,2026-02-20,203,1.88,0.36,37.26,11.1,0,0.012,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3903,L103744,Fc4c6951fc673,Nigeria,Lagos,Onions,A,2026-02-10,2026-02-13,128,0.62,9.83,9.66,33.3,9,0.326,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3904,L103745,F59f152f5ca90,Nigeria,Oyo,Cucumbers,A,2026-02-15,2026-02-16,95,0.76,8.12,9.04,7.8,4,0.564,LOT00304,639.0,0.86,0.517,4.0,0.08,0.79,MEDIUM,,,,,,,,,7,4,6,Not Matched
3905,L103746,Fe2f9a4d1bc32,Nigeria,Rivers,Onions,B,2026-01-27,2026-01-28,170,0.61,9.38,10.89,30.0,23,0.822,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3906,L103747,Fefc5515792d6,South Africa,Eastern Cape,Mangoes,A,2026-02-14,2026-02-17,50,1.45,-30.41,23.52,7.8,5,0.624,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3907,L103748,F62102f4e9ad6,South Africa,Western Cape,Potatoes,B,2026-01-17,2026-01-20,138,0.58,-30.14,21.58,45.0,33,0.774,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3908,L103749,Fd0de6e0d4db2,Nigeria,Rivers,Potatoes,A,2026-02-08,2026-02-10,220,0.55,9.37,8.34,50.0,11,0.181,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3909,L103750,Fdea957add8a6,Nigeria,FCT,Mangoes,A,2026-02-17,2026-02-17,120,1.15,8.95,7.4,7.8,2,0.264,LOT00173,530.0,1.26,0.26,2.0,0.0,1.26,LOW,O200215,0.851,AUTO_MATCH,1.0,500.0,B,7.0,1.07,7,4,6,AUTO_MATCH
3910,L103750,Fdea957add8a6,Nigeria,FCT,Mangoes,A,2026-02-17,2026-02-17,120,1.15,8.95,7.4,7.8,2,0.264,LOT00173,530.0,1.26,0.26,2.0,0.0,1.26,LOW,O200261,0.866,AUTO_MATCH,1.0,500.0,A,7.0,1.17,7,4,6,AUTO_MATCH
3911,L103751,F92a7a8e3ec13,Nigeria,Kano,Potatoes,A,2026-02-05,2026-02-05,76,0.53,9.17,9.15,50.0,14,0.226,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3912,L103752,F0fbe5ce2fd70,Nigeria,Lagos,Mangoes,B,2026-02-18,2026-02-20,117,0.95,11.03,7.73,7.0,1,0.121,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3913,L103753,Fe9a14255bf09,Kenya,Nairobi,Onions,A,2026-01-09,2026-01-11,80,0.75,-2.06,37.39,33.3,41,0.972,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3914,L103754,Fc253b9253468,South Africa,Free State,Onions,A,2026-01-27,2026-01-28,65,0.8,-30.65,24.34,33.3,23,0.573,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3915,L103755,F65ffe8920159,Nigeria,Lagos,Onions,C,2026-01-11,2026-01-13,231,0.48,8.7,8.64,26.1,39,1.0,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3916,L103756,F875896a8f944,South Africa,Gauteng,Onions,A,2026-01-24,2026-01-24,95,0.68,-31.01,22.46,33.3,26,0.814,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3917,L103757,F63394bbad8b1,Kenya,Uasin Gishu,Leafy Greens,B,2026-02-16,2026-02-19,105,1.56,0.78,37.9,4.0,3,0.692,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3918,L103758,F512a7ebe117d,Nigeria,FCT,Leafy Greens,A,2026-02-16,2026-02-17,88,1.88,10.85,7.8,4.4,3,0.714,LOT00167,541.0,1.78,0.782,4.0,0.15,1.51,HIGH,,,,,,,,,4,2,3,Not Matched
3919,L103759,F38f09522d92c,Nigeria,Kano,Cucumbers,B,2026-02-17,2026-02-19,94,0.73,8.48,5.24,7.0,2,0.338,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3920,L103760,F28187dd9208d,Nigeria,Lagos,Cucumbers,B,2026-02-19,2026-02-20,362,0.78,9.82,6.83,7.0,0,0.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3921,L103761,Fdea957add8a6,Nigeria,FCT,Okra,A,2026-02-18,2026-02-20,109,1.19,8.87,6.57,5.6,1,0.171,LOT00179,532.0,1.26,0.193,1.0,0.0,1.26,LOW,,,,,,,,,5,3,4,Not Matched
3922,L103762,F927f03560c26,Nigeria,Kaduna,Bell Peppers,A,2026-02-16,2026-02-18,214,1.76,9.37,6.24,11.1,3,0.35,LOT00193,561.0,1.78,0.32,4.0,0.0,1.78,LOW,O200641,0.83,AUTO_MATCH,1.0,500.0,B,10.0,1.63,10,6,8,AUTO_MATCH
